area_type,availability,Location,society,Area,Bathroom,balcony,Price,Bhk
Super built-up  Area,Ready To Move,Hoskote,Thiced ,1695.0,3.0,3.0,50.0,3
Built-up  Area,Ready To Move,Hoskote,Corus C,1065.0,2.0,3.0,31.5,2
Super built-up  Area,Ready To Move,Hoskote,VRiewke,1395.0,2.0,2.0,63.0,3
Super built-up  Area,Ready To Move,Hoskote,Corus C,1065.0,2.0,2.0,28.5,2
Super built-up  Area,Ready To Move,Hoskote,Deiveer,945.0,2.0,1.0,35.0,2
Built-up  Area,Ready To Move,Hoskote,Corus C,1065.0,2.0,3.0,33.75,2
Super built-up  Area,18-Nov,Hoskote,Arity S,509.0,1.0,1.0,23.0,1
Built-up  Area,Ready To Move,Hosur Road,Tovesee,1656.0,2.0,1.0,120.0,2
Built-up  Area,16-Mar,Hosur Road,PuendWe,1194.0,2.0,0.0,69.0,2
Super built-up  Area,Ready To Move,Hosur Road,Sueneu ,1145.0,2.0,2.0,60.0,3
Super built-up  Area,18-Oct,Hosur Road,PuendWe,1510.0,2.0,1.0,105.0,3
Super built-up  Area,18-Jul,Hosur Road,PuendWe,1427.0,2.0,1.0,80.63,3
Super built-up  Area,Ready To Move,Hosur Road,PuendWe,1508.0,2.0,1.0,110.0,3
Super built-up  Area,Ready To Move,Hosur Road,SLiewce,460.0,1.0,1.0,21.0,1
Super built-up  Area,Ready To Move,Hosur Road,UmrldDr,1733.0,2.0,3.0,85.0,3
Super built-up  Area,Ready To Move,Hosur Road,Nimesch,950.0,2.0,1.0,60.0,2
Super built-up  Area,18-Jun,Hosur Road,PuendWe,1194.0,2.0,1.0,71.64,2
Super built-up  Area,18-Apr,Hosur Road,PuendWe,1766.0,3.0,1.0,130.0,3
Super built-up  Area,18-Jul,Hosur Road,PuendWe,1689.0,3.0,1.0,103.0,3
Super built-up  Area,Ready To Move,Hosur Road,Kelmsoy,1250.0,2.0,1.0,55.0,2
Super built-up  Area,18-Jun,Hosur Road,PuendWe,1689.0,3.0,2.0,103.0,3
Plot  Area,Ready To Move,Hosur Road,Nanuena,3000.0,4.0,2.0,160.0,4
Plot  Area,Ready To Move,Hosur Road,KrineAq,2000.0,4.0,1.0,130.0,4
Super built-up  Area,Ready To Move,Hosur Road,Kelmsoy,1250.0,2.0,2.0,65.0,2
Super built-up  Area,18-Jul,Hosur Road,PuendWe,1689.0,3.0,2.0,103.0,3
Super built-up  Area,Ready To Move,Hosur Road,Kelmsoy,1685.0,3.0,1.0,90.0,3
Super built-up  Area,18-Apr,Hosur Road,PuendWe,1223.0,2.0,1.0,93.0,2
Super built-up  Area,18-Apr,Hosur Road,PuendWe,1919.0,3.0,2.0,117.0,3
Super built-up  Area,Ready To Move,Hulimavu,Prcan P,1125.0,2.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Hulimavu,Aniona ,1242.0,2.0,3.0,51.0,2
Super built-up  Area,Ready To Move,Hulimavu,RatosAr,1100.0,2.0,2.0,71.5,2
Super built-up  Area,Ready To Move,Hulimavu,NiarkHy,688.0,1.0,2.0,50.0,1
Super built-up  Area,Ready To Move,Hulimavu,RatosAr,1255.0,2.0,2.0,73.0,2
Super built-up  Area,Ready To Move,Hulimavu,Suelsa ,1058.0,2.0,1.0,48.0,2
Super built-up  Area,Ready To Move,Hulimavu,RatosAr,1375.0,2.0,2.0,80.0,2
Super built-up  Area,Ready To Move,Hulimavu,Vandak ,1248.0,2.0,1.0,69.0,2
Super built-up  Area,Ready To Move,Hulimavu,NiarkHy,1818.0,3.0,1.0,135.0,3
Super built-up  Area,17-Oct,Hulimavu,ArowsMe,1225.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Hulimavu,RatosAr,1255.0,2.0,2.0,74.0,2
Super built-up  Area,Ready To Move,Hulimavu,RatosAr,1255.0,2.0,2.0,69.0,2
Super built-up  Area,Ready To Move,Hulimavu,RatosAr,1255.0,2.0,3.0,66.0,2
Super built-up  Area,Ready To Move,Hulimavu,Reiteee,1127.0,2.0,1.0,65.0,2
Super built-up  Area,Ready To Move,Hulimavu,Chtali ,1200.0,2.0,1.0,50.0,2
Built-up  Area,Ready To Move,Hulimavu,Srise P,1450.0,3.0,3.0,72.0,3
Super built-up  Area,Ready To Move,Hulimavu,Inods A,1430.0,2.0,2.0,90.0,3
Built-up  Area,Ready To Move,Hulimavu,Chtali ,1000.0,2.0,1.0,45.0,2
Super built-up  Area,Ready To Move,Hulimavu,Naepa D,1320.0,2.0,2.0,59.0,3
Built-up  Area,Ready To Move,Hulimavu,Omaveai,2000.0,4.0,0.0,100.0,4
Super built-up  Area,Ready To Move,Hulimavu,Vandak ,1276.0,2.0,2.0,76.0,2
Super built-up  Area,Ready To Move,Hulimavu,NiarkHy,1021.0,2.0,1.0,76.0,2
Built-up  Area,Ready To Move,Hulimavu,Naepa D,1320.0,2.0,2.0,65.0,3
Super built-up  Area,Ready To Move,Hulimavu,Vandak ,1231.0,2.0,1.0,84.5,2
Super built-up  Area,Ready To Move,Iblur Village,Emine P,3235.0,3.0,1.0,235.0,3
Super built-up  Area,Ready To Move,Iblur Village,Emine P,3596.0,5.0,1.0,290.0,4
Super built-up  Area,Ready To Move,Iblur Village,Emine P,3596.0,5.0,1.0,282.0,4
Super built-up  Area,Ready To Move,Iblur Village,Emine P,3596.0,5.0,0.0,252.0,4
Super built-up  Area,18-Dec,Iblur Village,DNionfl,2100.0,4.0,2.0,145.0,3
Super built-up  Area,18-Aug,Iblur Village,DNionfl,1920.0,3.0,2.0,150.0,3
Super built-up  Area,18-Aug,Iblur Village,DNionfl,1920.0,3.0,2.0,150.0,3
Super built-up  Area,18-Dec,Iblur Village,DNionfl,2000.0,4.0,2.0,138.0,3
Super built-up  Area,Ready To Move,Iblur Village,Emine P,3596.0,5.0,1.0,260.0,4
Super built-up  Area,Ready To Move,Iblur Village,Emine P,3596.0,5.0,1.0,279.0,4
Super built-up  Area,Ready To Move,Iblur Village,Emine P,2666.0,4.0,1.0,200.0,3
Super built-up  Area,Ready To Move,Iblur Village,Emine P,5384.0,5.0,3.0,420.0,5
Super built-up  Area,Ready To Move,Iblur Village,Emine P,3596.0,5.0,1.0,297.0,4
Super built-up  Area,Ready To Move,Iblur Village,Emine P,5515.0,6.0,2.0,425.0,5
Super built-up  Area,Ready To Move,Iblur Village,Emine P,3596.0,4.0,2.0,268.0,4
Super built-up  Area,Ready To Move,Iblur Village,Emine P,3596.0,5.0,1.0,251.0,4
Super built-up  Area,Ready To Move,Indira Nagar,Aentsbe,1128.0,2.0,2.0,105.0,2
Super built-up  Area,Ready To Move,Indira Nagar,ToSky F,2800.0,3.0,1.0,330.0,3
Carpet  Area,Ready To Move,Indira Nagar,Gonorir,1875.0,3.0,1.0,180.0,3
Built-up  Area,Ready To Move,Indira Nagar,VKvenas,1210.0,2.0,1.0,102.0,2
Built-up  Area,Ready To Move,Indira Nagar,Riousd ,1224.0,2.0,2.0,105.0,2
Super built-up  Area,Ready To Move,Indira Nagar,Gonorir,1145.0,2.0,2.0,100.0,2
Super built-up  Area,Ready To Move,Indira Nagar,Suurtni,1470.0,2.0,2.0,170.0,2
Super built-up  Area,Ready To Move,Indira Nagar,Suurtni,1475.0,2.0,2.0,171.0,2
Built-up  Area,Ready To Move,Indira Nagar,Monorh ,1500.0,3.0,3.0,120.0,3
Super built-up  Area,Ready To Move,Indira Nagar,Goareir,1149.0,2.0,1.0,130.0,2
Super built-up  Area,Ready To Move,Indira Nagar,Goyalir,1650.0,3.0,1.0,150.0,3
Super built-up  Area,Ready To Move,JP Nagar,Maerar ,1850.0,3.0,3.0,150.0,3
Super built-up  Area,Ready To Move,JP Nagar,Saowsri,1100.0,2.0,2.0,70.0,2
Super built-up  Area,Ready To Move,JP Nagar,Maentor,940.0,2.0,1.0,49.0,2
Built-up  Area,Ready To Move,JP Nagar,Ronty C,2500.0,3.0,2.0,135.0,3
Built-up  Area,Ready To Move,JP Nagar,DSillto,1078.0,2.0,2.0,45.0,2
Super built-up  Area,Ready To Move,JP Nagar,Duoveoo,1050.0,1.0,1.0,44.0,1
Super built-up  Area,Ready To Move,JP Nagar,DSillto,1200.0,2.0,2.0,62.0,2
Super built-up  Area,18-May,JP Nagar,Shestut,1300.0,2.0,1.0,90.87,2
Super built-up  Area,18-Dec,JP Nagar,Shestut,1300.0,2.0,1.0,109.0,2
Super built-up  Area,Ready To Move,JP Nagar,Brine J,750.0,1.0,1.0,52.5,1
Super built-up  Area,Ready To Move,JP Nagar,Srncyya,1200.0,2.0,3.0,78.0,2
Super built-up  Area,Ready To Move,JP Nagar,DSillto,1100.0,2.0,1.0,45.0,2
Super built-up  Area,Ready To Move,JP Nagar,Adaveth,1500.0,2.0,3.0,82.0,3
Built-up  Area,Ready To Move,JP Nagar,Adaveth,820.0,2.0,1.0,45.0,2
Super built-up  Area,19-Dec,JP Nagar,Shestut,1750.0,3.0,1.0,123.0,3
Super built-up  Area,Ready To Move,JP Nagar,Meowns ,1600.0,3.0,2.0,83.0,3
Built-up  Area,Ready To Move,JP Nagar,Arentra,3000.0,3.0,2.0,150.0,4
Super built-up  Area,Ready To Move,JP Nagar,Shika A,745.0,1.0,0.0,34.27,1
Super built-up  Area,Ready To Move,JP Nagar,AnnceEl,1150.0,2.0,2.0,90.0,2
Super built-up  Area,19-Dec,JP Nagar,Shestut,1960.0,3.0,1.0,138.0,3
Built-up  Area,Ready To Move,JP Nagar,Meowns ,1590.0,2.0,3.0,85.0,3
Super built-up  Area,Ready To Move,JP Nagar,Maarkr ,1250.0,2.0,2.0,60.0,2
Carpet  Area,Ready To Move,JP Nagar,Saacy A,2400.0,3.0,3.0,196.0,3
Super built-up  Area,19-Dec,JP Nagar,Shestut,1300.0,2.0,1.0,91.65,2
Super built-up  Area,Ready To Move,JP Nagar,Maerar ,1250.0,2.0,2.0,93.0,2
Super built-up  Area,Ready To Move,JP Nagar,Brwernn,1500.0,2.0,1.0,108.0,3
Built-up  Area,Ready To Move,JP Nagar,RaosePr,1520.0,3.0,2.0,125.0,3
Super built-up  Area,19-Dec,JP Nagar,Shestut,1405.0,2.0,1.0,99.0,2
Super built-up  Area,Ready To Move,JP Nagar,BSensth,1157.0,2.0,1.0,73.0,2
Super built-up  Area,Ready To Move,JP Nagar,Adaveth,1500.0,2.0,3.0,82.0,3
Super built-up  Area,Ready To Move,Jakkur,Arzzo P,1417.0,2.0,3.0,75.0,2
Built-up  Area,Ready To Move,Jakkur,Socon Z,1590.0,2.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Jakkur,BrdgeNo,1710.0,3.0,2.0,107.0,3
Super built-up  Area,19-Dec,Jakkur,Ceezey ,1865.0,3.0,1.0,124.0,3
Super built-up  Area,Ready To Move,Jakkur,BrdgeNo,1760.0,3.0,2.0,139.0,3
Super built-up  Area,17-Dec,Jakkur,BrdgeNo,1290.0,2.0,1.0,100.0,2
Super built-up  Area,22-May,Jakkur,SoineC ,1452.19,2.0,1.0,100.0,2
Super built-up  Area,19-Dec,Jakkur,Ceezey ,1798.0,3.0,1.0,120.0,3
Super built-up  Area,Ready To Move,Jakkur,HRaniIb,1300.0,2.0,1.0,85.0,2
Super built-up  Area,20-Jun,Jakkur,SoineC ,1950.0,3.0,2.0,131.0,3
Super built-up  Area,Ready To Move,Jakkur,Ceezey ,1858.0,3.0,1.0,98.3,3
Super built-up  Area,18-May,Jakkur,BrdgeNo,1230.0,2.0,1.0,76.0,2
Super built-up  Area,Ready To Move,Jakkur,BrdgeNo,1290.0,2.0,1.0,80.0,2
Super built-up  Area,Ready To Move,Jakkur,BrdgeNo,1760.0,3.0,2.0,110.0,3
Super built-up  Area,Ready To Move,Jakkur,UNERA P,2283.0,4.0,2.0,130.0,4
Super built-up  Area,19-Dec,Jakkur,Ceezey ,1483.0,2.0,1.0,98.0,2
Super built-up  Area,20-Dec,Jakkur,ArndsSk,1482.0,3.0,2.0,86.0,3
Super built-up  Area,Ready To Move,Jakkur,HRaniIb,1645.0,3.0,1.0,100.0,3
Super built-up  Area,Ready To Move,Jakkur,HRaniIb,1650.0,3.0,2.0,111.0,3
Super built-up  Area,19-Dec,Jakkur,Ceezey ,2423.0,4.0,3.0,160.0,3
Super built-up  Area,Ready To Move,Jakkur,AvensGa,1125.0,2.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Jakkur,BrdgeNo,1230.0,2.0,1.0,79.0,2
Super built-up  Area,Ready To Move,Jakkur,HRaniIb,1202.0,2.0,1.0,79.0,2
Super built-up  Area,19-Dec,Jakkur,Ceezey ,1858.0,3.0,1.0,123.0,3
Super built-up  Area,18-Aug,Jakkur,Ceezey ,1798.0,3.0,1.0,110.0,3
Built-up  Area,Ready To Move,Jakkur,Miershi,1785.0,3.0,2.0,130.0,3
Super built-up  Area,Ready To Move,Jakkur,Tincyum,1080.0,2.0,2.0,60.0,2
Super built-up  Area,19-Dec,Jakkur,Ceezey ,1816.0,3.0,1.0,119.0,3
Super built-up  Area,Ready To Move,Jakkur,Arzzo P,1424.0,2.0,3.0,80.0,2
Super built-up  Area,Ready To Move,Jakkur,BrdgeNo,1290.0,2.0,1.0,85.0,2
Super built-up  Area,Ready To Move,Jakkur,HRaniIb,1290.0,2.0,1.0,80.04,2
Super built-up  Area,20-Dec,Jakkur,ArndsSk,1282.0,2.0,1.0,72.0,2
Super built-up  Area,Ready To Move,Jakkur,BrdgeNo,1880.0,4.0,2.0,110.0,3
Super built-up  Area,18-Dec,Jakkur,BrdgeNo,1660.0,3.0,2.0,104.0,3
Super built-up  Area,Ready To Move,Jakkur,HRaniIb,1291.0,2.0,1.0,75.0,2
Super built-up  Area,Ready To Move,Jakkur,HRaniIb,1473.0,2.0,1.0,85.0,2
Super built-up  Area,Ready To Move,Jakkur,BrdgeNo,1660.0,3.0,2.0,104.0,3
Super built-up  Area,20-Jun,Jakkur,SoineC ,1950.0,3.0,2.0,131.0,3
Super built-up  Area,Ready To Move,Jakkur,HRaniIb,1432.0,2.0,1.0,85.0,2
Super built-up  Area,Ready To Move,Jakkur,BrdgeNo,1710.0,3.0,2.0,110.0,3
Super built-up  Area,18-May,Jalahalli,Shard T,1400.0,3.0,0.0,77.0,3
Super built-up  Area,Ready To Move,Jalahalli,Tahtsla,2250.0,3.0,2.0,160.0,3
Super built-up  Area,Ready To Move,Jalahalli,Tahtsla,1694.0,2.0,2.0,125.0,2
Built-up  Area,Ready To Move,Jalahalli,Prensin,1400.0,1.0,1.0,80.0,2
Super built-up  Area,Ready To Move,Jalahalli,Vaniai ,1045.0,2.0,2.0,76.77,2
Super built-up  Area,Ready To Move,Jalahalli,Tahtsla,2113.0,3.0,2.0,155.0,3
Super built-up  Area,Ready To Move,Jalahalli,Prensin,1932.0,4.0,3.0,135.0,3
Super built-up  Area,18-Dec,Jalahalli,Vaniai ,1045.0,2.0,1.0,58.0,2
Super built-up  Area,Ready To Move,Jalahalli,Tahtsla,2384.0,4.0,2.0,165.0,3
Super built-up  Area,Ready To Move,Jalahalli,Kuownri,790.0,2.0,1.0,49.5,2
Built-up  Area,Ready To Move,Jalahalli,Reodsnc,1395.0,3.0,3.0,82.0,3
Built-up  Area,Ready To Move,Jalahalli,Reodsnc,1770.0,3.0,3.0,100.0,3
Super built-up  Area,Ready To Move,Jalahalli,Vaniai ,615.0,1.0,1.0,46.0,1
Super built-up  Area,Ready To Move,Jalahalli,Kuownri,905.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Jalahalli,Vaniai ,615.0,1.0,1.0,46.0,1
Super built-up  Area,Ready To Move,Jalahalli,BrardCo,1470.0,2.0,3.0,102.0,3
Super built-up  Area,18-Dec,Jalahalli,Vaniai ,1244.0,2.0,2.0,88.0,2
Built-up  Area,Ready To Move,Jalahalli,Prensin,1407.0,2.0,1.0,98.49,2
Super built-up  Area,18-Dec,Jalahalli,Vaniai ,1200.0,2.0,1.0,66.0,1
Super built-up  Area,Ready To Move,Jalahalli,Vanami ,1530.0,2.0,3.0,89.0,3
Super built-up  Area,Ready To Move,Jalahalli,Vaniai ,1045.0,2.0,1.0,76.77,2
Super built-up  Area,Ready To Move,Jalahalli,AFe 3Ph,1575.0,4.0,3.0,100.0,3
Super built-up  Area,Ready To Move,Jalahalli,Tahtsla,2086.0,3.0,2.0,160.0,3
Built-up  Area,Ready To Move,Jalahalli,DSons S,980.0,2.0,2.0,60.0,3
Super built-up  Area,18-Apr,Jalahalli,Cuohahi,1313.0,2.0,2.0,68.0,2
Super built-up  Area,Ready To Move,Jalahalli,Prarkll,1881.0,3.0,2.0,115.0,3
Super built-up  Area,Ready To Move,Jalahalli,Reodsnc,1405.0,2.0,1.0,85.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsen,1252.0,3.0,3.0,55.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsan,918.0,2.0,2.0,52.0,2
Super built-up  Area,Ready To Move,Jigani,DLhtsan,918.0,2.0,2.0,48.0,2
Super built-up  Area,Ready To Move,Jigani,DLhtsen,1230.0,3.0,3.0,54.0,3
Built-up  Area,Ready To Move,Jigani,DLhtsan,914.0,2.0,2.0,47.0,2
Super built-up  Area,Ready To Move,Jigani,DLhtsen,927.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Jigani,DLhtsen,920.0,2.0,2.0,46.0,2
Super built-up  Area,Ready To Move,Jigani,DLhtsan,918.0,2.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Jigani,DLhtsen,933.0,2.0,2.0,43.0,2
Super built-up  Area,Ready To Move,Jigani,DLhtsan,918.0,2.0,2.0,55.0,2
Plot  Area,18-Aug,Jigani,Prllasw,2400.0,3.0,2.0,149.0,3
Built-up  Area,Ready To Move,Jigani,DLhtsen,937.0,2.0,1.0,44.0,2
Super built-up  Area,Ready To Move,Jigani,DLhtsen,1252.0,3.0,3.0,61.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsen,923.0,2.0,1.0,50.0,2
Built-up  Area,Ready To Move,Jigani,DLhtsan,1250.0,3.0,2.0,58.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsan,1221.0,3.0,3.0,72.0,3
Built-up  Area,Ready To Move,Jigani,DLhtsan,918.0,2.0,1.0,49.0,2
Super built-up  Area,Ready To Move,Jigani,DLhtsen,1221.0,3.0,3.0,52.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsan,914.0,2.0,2.0,49.0,2
Super built-up  Area,Ready To Move,Jigani,DLhtsan,918.0,2.0,2.0,50.0,2
Built-up  Area,Ready To Move,Jigani,DLhtsan,1200.0,3.0,2.0,65.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsan,914.0,2.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Jigani,DLhtsen,1352.0,3.0,1.0,65.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsen,1230.0,3.0,3.0,60.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsan,1221.0,3.0,2.0,65.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsan,1221.0,3.0,3.0,75.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsen,1252.0,3.0,3.0,70.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsan,1221.0,3.0,2.0,65.0,3
Built-up  Area,Ready To Move,Jigani,DLhtsen,1252.0,3.0,2.0,59.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsan,1221.0,3.0,3.0,70.0,3
Built-up  Area,Ready To Move,Jigani,DLhtsen,1231.0,3.0,2.0,58.0,3
Built-up  Area,Ready To Move,Jigani,DLhtsen,943.0,2.0,2.0,48.0,2
Super built-up  Area,Ready To Move,Jigani,DLhtsan,918.0,2.0,2.0,56.0,2
Super built-up  Area,Ready To Move,Jigani,DLhtsen,1245.0,3.0,3.0,66.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsan,1221.0,3.0,3.0,65.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsen,943.0,2.0,2.0,49.5,2
Built-up  Area,Ready To Move,KR Puram,HovasTe,930.0,2.0,2.0,39.0,2
Super built-up  Area,Ready To Move,KR Puram,Jahidva,1155.0,2.0,2.0,42.74,2
Super built-up  Area,Ready To Move,KR Puram,LVniaar,1225.0,2.0,1.0,46.55,2
Super built-up  Area,18-Jun,KR Puram,MCnexva,1100.0,2.0,1.0,47.0,2
Super built-up  Area,18-Jun,KR Puram,MCnexva,1015.0,2.0,1.0,43.0,2
Super built-up  Area,Ready To Move,KR Puram,MCvarar,1142.0,2.0,1.0,51.0,2
Super built-up  Area,Ready To Move,KR Puram,Saavem ,1021.0,2.0,1.0,48.0,2
Built-up  Area,Ready To Move,KR Puram,Hivesdr,1035.0,2.0,1.0,40.5,2
Super built-up  Area,Ready To Move,KR Puram,LVniaar,1290.0,2.0,1.0,49.02,2
Super built-up  Area,Ready To Move,KR Puram,HovasTe,1100.0,2.0,2.0,43.0,2
Super built-up  Area,Ready To Move,KR Puram,HovasTe,950.0,2.0,1.0,40.0,2
Super built-up  Area,Ready To Move,KR Puram,SVlesas,1156.0,2.0,1.0,72.0,2
Built-up  Area,Ready To Move,KR Puram,ViionMa,1452.0,3.0,3.0,60.0,3
Built-up  Area,Ready To Move,KR Puram,HovasTe,750.0,2.0,0.0,40.0,2
Built-up  Area,Ready To Move,KR Puram,Hoston ,1000.0,2.0,1.0,44.5,2
Super built-up  Area,Ready To Move,KR Puram,LVniaar,1140.0,2.0,1.0,43.32,2
Super built-up  Area,Ready To Move,KR Puram,Thisea ,1200.0,2.0,1.0,42.0,2
Super built-up  Area,18-Jun,KR Puram,MCnexva,1430.0,2.0,1.0,61.0,3
Super built-up  Area,Ready To Move,KR Puram,Hivesdr,1040.0,2.0,2.0,50.0,2
Super built-up  Area,Ready To Move,KR Puram,Sryam N,1120.0,2.0,2.0,36.0,2
Super built-up  Area,Ready To Move,KR Puram,Apntsal,1150.0,2.0,1.0,42.0,2
Built-up  Area,Ready To Move,KR Puram,Esnamth,1050.0,2.0,2.0,55.0,2
Super built-up  Area,18-Jun,KR Puram,MCnexva,1085.0,2.0,1.0,46.5,2
Super built-up  Area,Ready To Move,KR Puram,KeureSi,1700.0,3.0,3.0,105.0,3
Super built-up  Area,Ready To Move,KR Puram,SVlesas,1200.0,2.0,1.0,72.0,2
Super built-up  Area,Ready To Move,KR Puram,SLontel,1100.0,2.0,2.0,45.0,2
Built-up  Area,Ready To Move,KR Puram,SViseun,1035.0,2.0,2.0,40.0,2
Super built-up  Area,Ready To Move,KR Puram,CiaksRi,1116.0,2.0,1.0,45.0,2
Super built-up  Area,Ready To Move,KR Puram,SLontel,1300.0,2.0,2.0,57.0,3
Carpet  Area,Ready To Move,KR Puram,Jahidva,866.28,2.0,0.0,36.38,2
Super built-up  Area,Ready To Move,KR Puram,SViseun,1096.0,2.0,1.0,43.0,2
Super built-up  Area,Ready To Move,KR Puram,Gasom B,1204.0,2.0,2.0,58.0,2
Super built-up  Area,Ready To Move,KR Puram,LVniaar,1205.0,2.0,1.0,45.79,2
Super built-up  Area,Ready To Move,KR Puram,Srystme,1827.0,3.0,2.0,97.0,3
Super built-up  Area,Ready To Move,KR Puram,RaiewLa,1400.0,2.0,3.0,60.0,3
Plot  Area,Ready To Move,KR Puram,Anncyar,1200.0,2.0,0.0,75.0,2
Super built-up  Area,Ready To Move,KR Puram,AeisePV,1245.0,2.0,1.0,60.0,2
Built-up  Area,Ready To Move,Kadugodi,MSingco,1260.0,2.0,2.0,54.0,3
Super built-up  Area,Ready To Move,Kadugodi,Alestrb,1762.0,3.0,3.0,91.45,3
Super built-up  Area,Ready To Move,Kadugodi,MSingco,1580.0,2.0,2.0,65.0,3
Super built-up  Area,18-May,Kadugodi,Alestrb,1762.0,3.0,3.0,110.0,3
Super built-up  Area,18-Apr,Kadugodi,Alestrb,1314.0,2.0,3.0,68.2,2
Built-up  Area,Ready To Move,Kadugodi,K tlete,1100.0,2.0,1.0,45.0,2
Super built-up  Area,Ready To Move,Kadugodi,KMnorab,1711.0,3.0,3.0,75.0,3
Super built-up  Area,17-Dec,Kadugodi,Alestrb,1314.0,2.0,2.0,78.0,2
Super built-up  Area,Ready To Move,Kadugodi,Trade E,1351.0,2.0,2.0,78.0,3
Super built-up  Area,Ready To Move,Kadugodi,SLoven ,1010.0,2.0,1.0,50.0,2
Super built-up  Area,Ready To Move,Kadugodi,VSaya A,3000.0,4.0,0.0,134.0,4
Super built-up  Area,18-Apr,Kadugodi,Alestrb,1762.0,3.0,3.0,109.0,3
Super built-up  Area,18-May,Kadugodi,Alestrb,1314.0,2.0,3.0,80.0,2
Built-up  Area,Ready To Move,Kaggadasapura,VSomepi,1275.0,2.0,2.0,52.0,2
Built-up  Area,Ready To Move,Kaggadasapura,Adsia F,2150.0,4.0,1.0,100.0,4
Super built-up  Area,Ready To Move,Kaggadasapura,AnaveEn,1150.0,2.0,3.0,42.0,2
Super built-up  Area,Ready To Move,Kaggadasapura,Frides ,1110.0,2.0,3.0,53.0,2
Super built-up  Area,Ready To Move,Kaggadasapura,Mebhaee,1060.0,2.0,2.0,48.0,2
Super built-up  Area,Ready To Move,Kaggadasapura,Foity S,1350.0,3.0,1.0,55.5,3
Super built-up  Area,Ready To Move,Kaggadasapura,Maidei ,1050.0,2.0,2.0,48.0,2
Super built-up  Area,Ready To Move,Kaggadasapura,Binorn ,1132.0,2.0,2.0,42.0,2
Super built-up  Area,Ready To Move,Kaggadasapura,JaaldEm,1325.0,2.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Kaggadasapura,MCngeha,1200.0,2.0,2.0,53.0,2
Super built-up  Area,Ready To Move,Kaggadasapura,Gincyi ,1035.0,2.0,2.0,45.5,2
Super built-up  Area,Ready To Move,Kaggadasapura,Mancya ,1256.0,2.0,2.0,50.0,3
Super built-up  Area,Ready To Move,Kaggadasapura,Matlelp,1805.0,2.0,2.0,75.0,3
Built-up  Area,Ready To Move,Kaggadasapura,Frowsru,1240.0,2.0,3.0,45.0,2
Super built-up  Area,Ready To Move,Kaggadasapura,Aincyev,1560.0,2.0,3.0,72.0,3
Built-up  Area,Ready To Move,Kaggadasapura,KKersow,1240.0,2.0,1.0,58.58,2
Super built-up  Area,Ready To Move,Kaggadasapura,P num P,1000.0,2.0,2.0,43.0,2
Built-up  Area,Ready To Move,Kaggadasapura,VSomepi,1225.0,2.0,2.0,48.0,2
Super built-up  Area,Ready To Move,Kaggadasapura,Gincyi ,960.0,2.0,1.0,45.0,2
Carpet  Area,Ready To Move,Kaggadasapura,Chisea ,775.0,2.0,2.0,29.5,2
Built-up  Area,Ready To Move,Kaggadasapura,FoncyRe,1250.0,2.0,2.0,47.0,3
Built-up  Area,Ready To Move,Kaggadasapura,Clsto C,1654.0,3.0,3.0,70.0,3
Super built-up  Area,Ready To Move,Kaggadasapura,Jaisemi,1106.0,2.0,3.0,40.0,2
Super built-up  Area,Ready To Move,Kaggadasapura,SrncyRe,1485.0,2.0,2.0,70.0,3
Super built-up  Area,Ready To Move,Kaggadasapura,JaaldEm,1175.0,2.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Kaggadasapura,SraruSr,1500.0,2.0,2.0,60.0,3
Built-up  Area,Ready To Move,Kaggadasapura,Mancya ,1150.0,2.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Kaggalipura,Baowsig,1150.0,2.0,1.0,55.0,3
Super built-up  Area,Ready To Move,Kaggalipura,Baowsig,700.0,1.0,0.0,38.0,1
Super built-up  Area,Ready To Move,Kaggalipura,Baowsig,1210.0,2.0,1.0,58.0,3
Super built-up  Area,Ready To Move,Kaggalipura,Baowsig,700.0,1.0,0.0,36.0,1
Super built-up  Area,Ready To Move,Kaggalipura,Baowsig,950.0,2.0,1.0,48.0,2
